21
# x y z
0	0	0
50	0	0
100	0	0
150	0	0
200	0	0
250	0	0
300	0	0
350	0	0
400	0	0
450	0	0
500	0	0
550	0	0
600	0	0
650	0	0
700	0	0
750	0	0
800	0	0
850	0	0
900	0	0
950	0	0
1000	0	0
171
# a b m n rhoa k err ip iperr response residual
1	2	3	4	5.02189656366186e+01	-9.42477796076938e+02	5.00181072800457e-02	0.00000000000000e+00	0.00000000000000e+00	5.55851812429992e+01	-2.02974262666042e+00
2	3	4	5	4.90600953999051e+01	-9.42477796076938e+02	5.00187395706706e-02	0.00000000000000e+00	0.00000000000000e+00	5.25378592286586e+01	-1.36924790744784e+00
3	4	5	6	4.92356581234550e+01	-9.42477796076938e+02	5.00188340519045e-02	0.00000000000000e+00	0.00000000000000e+00	5.15278496877821e+01	-9.09743567810580e-01
4	5	6	7	4.42116992311422e+01	-9.42477796076938e+02	5.00194459726484e-02	0.00000000000000e+00	0.00000000000000e+00	4.66325036633433e+01	-1.06575268698982e+00
5	6	7	8	4.34937237875494e+01	-9.42477796076938e+02	5.00218932942774e-02	0.00000000000000e+00	0.00000000000000e+00	4.42700042305196e+01	-3.53659052098696e-01
6	7	8	9	3.27041992975316e+01	-9.42477796076938e+02	5.00259186915882e-02	0.00000000000000e+00	0.00000000000000e+00	3.65319609517351e+01	-2.21253370857390e+00
7	8	9	10	3.21172482791289e+01	-9.42477796076938e+02	5.00285268210081e-02	0.00000000000000e+00	0.00000000000000e+00	3.37065492306547e+01	-9.65428033574999e-01
8	9	10	11	3.31467972938166e+01	-9.42477796076938e+02	5.00289131391455e-02	0.00000000000000e+00	0.00000000000000e+00	3.62352700831876e+01	-1.78070741874056e+00
9	10	11	12	3.90016771451897e+01	-9.42477796076938e+02	5.00260374182347e-02	0.00000000000000e+00	0.00000000000000e+00	4.05863038509981e+01	-7.96105773125384e-01
10	11	12	13	4.05147007239944e+01	-9.42477796076938e+02	5.00216675762074e-02	0.00000000000000e+00	0.00000000000000e+00	4.46305400358759e+01	-1.93423159311548e+00
11	12	13	14	5.19755411636750e+01	-9.42477796076938e+02	5.00194258519129e-02	0.00000000000000e+00	0.00000000000000e+00	5.30325037351994e+01	-4.02478788278136e-01
12	13	14	15	4.86752954383874e+01	-9.42477796076938e+02	5.00190918890709e-02	0.00000000000000e+00	0.00000000000000e+00	5.19203532816127e+01	-1.29029243491436e+00
13	14	15	16	4.79321114484825e+01	-9.42477796076938e+02	5.00191123621309e-02	0.00000000000000e+00	0.00000000000000e+00	5.03643517924747e+01	-9.89580818638018e-01
14	15	16	17	5.16682219571357e+01	-9.42477796076938e+02	5.00193234131854e-02	0.00000000000000e+00	0.00000000000000e+00	5.34034511230861e+01	-6.60393607964335e-01
15	16	17	18	4.98107368992733e+01	-9.42477796076938e+02	5.00205287361758e-02	0.00000000000000e+00	0.00000000000000e+00	4.95075260041842e+01	1.22067135778846e-01
16	17	18	19	3.72709239011370e+01	-9.42477796076938e+02	5.00231479109480e-02	0.00000000000000e+00	0.00000000000000e+00	4.05174111975580e+01	-1.66959275336504e+00
17	18	19	20	3.49043496556977e+01	-9.42477796076938e+02	5.00260568206759e-02	0.00000000000000e+00	0.00000000000000e+00	3.73338271606910e+01	-1.34506616998286e+00
18	19	20	21	3.60147878481843e+01	-9.42477796076938e+02	5.00269323832848e-02	0.00000000000000e+00	0.00000000000000e+00	4.01353101391016e+01	-2.16537105351333e+00
1	2	4	5	7.37057826449617e+01	-3.76991118430775e+03	5.00536525022109e-02	0.00000000000000e+00	0.00000000000000e+00	7.00290301487954e+01	1.02233069934691e+00
2	3	5	6	6.41207710174500e+01	-3.76991118430775e+03	5.00552112600430e-02	0.00000000000000e+00	0.00000000000000e+00	6.56672246299884e+01	-4.76105965126458e-01
3	4	6	7	5.98805621016939e+01	-3.76991118430775e+03	5.00587675098068e-02	0.00000000000000e+00	0.00000000000000e+00	6.12649469188492e+01	-4.56581443690198e-01
4	5	7	8	5.71024521135680e+01	-3.76991118430775e+03	5.00660153193125e-02	0.00000000000000e+00	0.00000000000000e+00	5.49810007391622e+01	7.56189108444298e-01
5	6	8	9	4.92696541721273e+01	-3.76991118430775e+03	5.00714791039513e-02	0.00000000000000e+00	0.00000000000000e+00	5.12378623321863e+01	-7.82289651347587e-01
6	7	9	10	4.46489487224869e+01	-3.76991118430775e+03	5.00828292182718e-02	0.00000000000000e+00	0.00000000000000e+00	4.57646515146251e+01	-4.92808220436711e-01
7	8	10	11	4.50734302543891e+01	-3.76991118430775e+03	5.00889398026551e-02	0.00000000000000e+00	0.00000000000000e+00	4.63511768221511e+01	-5.58082051979751e-01
8	9	11	12	4.62423095168546e+01	-3.76991118430775e+03	5.00820178288734e-02	0.00000000000000e+00	0.00000000000000e+00	4.70360214025350e+01	-3.39813615900357e-01
9	10	12	13	5.23295750165721e+01	-3.76991118430775e+03	5.00725753654342e-02	0.00000000000000e+00	0.00000000000000e+00	5.32097197451924e+01	-3.33104147006193e-01
10	11	13	14	4.91082595144700e+01	-3.76991118430775e+03	5.00661835516456e-02	0.00000000000000e+00	0.00000000000000e+00	5.57111011085526e+01	-2.51970853428053e+00
11	12	14	15	6.19990853690757e+01	-3.76991118430775e+03	5.00597195497215e-02	0.00000000000000e+00	0.00000000000000e+00	6.35344144612446e+01	-4.88658076920736e-01
12	13	15	16	6.53248014821183e+01	-3.76991118430775e+03	5.00577325541972e-02	0.00000000000000e+00	0.00000000000000e+00	6.44665958068057e+01	2.64186502678256e-01
13	14	16	17	6.87247011404033e+01	-3.76991118430775e+03	5.00589145987802e-02	0.00000000000000e+00	0.00000000000000e+00	6.42740721280969e+01	1.33747143480142e+00
14	15	17	18	5.77983764087774e+01	-3.76991118430775e+03	5.00620982996400e-02	0.00000000000000e+00	0.00000000000000e+00	5.96511993895256e+01	-6.30288602758847e-01
15	16	18	19	6.12692262303007e+01	-3.76991118430775e+03	5.00656243329935e-02	0.00000000000000e+00	0.00000000000000e+00	5.73355042533699e+01	1.32541332257526e+00
16	17	19	20	4.92575281662241e+01	-3.76991118430775e+03	5.00727566452386e-02	0.00000000000000e+00	0.00000000000000e+00	4.92395127967099e+01	7.30547552393448e-03
17	18	20	21	5.13476267688941e+01	-3.76991118430775e+03	5.00751530590089e-02	0.00000000000000e+00	0.00000000000000e+00	5.18697111744120e+01	-2.02022379039224e-01
1	2	5	6	8.61789071919822e+01	-9.42477796076938e+03	5.01093150000565e-02	0.00000000000000e+00	0.00000000000000e+00	8.16388472180432e+01	1.08004338203570e+00
2	3	6	7	8.06989886693255e+01	-9.42477796076938e+03	5.01189375854022e-02	0.00000000000000e+00	0.00000000000000e+00	7.54050715288661e+01	1.35380979884392e+00
3	4	7	8	7.28607583601919e+01	-9.42477796076938e+03	5.01366074801252e-02	0.00000000000000e+00	0.00000000000000e+00	6.77668965514991e+01	1.44557797916828e+00
4	5	8	9	6.36638427079117e+01	-9.42477796076938e+03	5.01479774420647e-02	0.00000000000000e+00	0.00000000000000e+00	6.15613935516514e+01	6.69654864041751e-01
5	6	9	10	6.24733592428943e+01	-9.42477796076938e+03	5.01543890475908e-02	0.00000000000000e+00	0.00000000000000e+00	6.09040487383893e+01	5.07244928859168e-01
6	7	10	11	6.01431727357297e+01	-9.42477796076938e+03	5.01666367575388e-02	0.00000000000000e+00	0.00000000000000e+00	6.08938516733094e+01	-2.47261540237704e-01
7	8	11	12	5.53791553268570e+01	-9.42477796076938e+03	5.01624889788928e-02	0.00000000000000e+00	0.00000000000000e+00	5.90210013129271e+01	-1.26967522962309e+00
8	9	12	13	5.82434681812639e+01	-9.42477796076938e+03	5.01534671514482e-02	0.00000000000000e+00	0.00000000000000e+00	6.07192953631712e+01	-8.30043838692265e-01
9	10	13	14	6.39048932915933e+01	-9.42477796076938e+03	5.01516949103081e-02	0.00000000000000e+00	0.00000000000000e+00	6.29969985071073e+01	2.85311459526176e-01
10	11	14	15	6.93866298022632e+01	-9.42477796076938e+03	5.01401999673166e-02	0.00000000000000e+00	0.00000000000000e+00	6.67809460715323e+01	7.63387330469190e-01
11	12	15	16	7.64875632085228e+01	-9.42477796076938e+03	5.01248244381397e-02	0.00000000000000e+00	0.00000000000000e+00	7.64022590715719e+01	2.22622314612368e-02
12	13	16	17	8.14880155148265e+01	-9.42477796076938e+03	5.01225754273524e-02	0.00000000000000e+00	0.00000000000000e+00	7.85526485906913e+01	7.31943192428313e-01
13	14	17	18	6.85944770974365e+01	-9.42477796076938e+03	5.01301917744476e-02	0.00000000000000e+00	0.00000000000000e+00	7.05448703571178e+01	-5.59282592601320e-01
14	15	18	19	6.92924117321702e+01	-9.42477796076938e+03	5.01369685281064e-02	0.00000000000000e+00	0.00000000000000e+00	6.71310483829467e+01	6.32043525627910e-01
15	16	19	20	6.12352341963138e+01	-9.42477796076938e+03	5.01405552394751e-02	0.00000000000000e+00	0.00000000000000e+00	6.64499306537845e+01	-1.62993798468424e+00
16	17	20	21	6.69971648770166e+01	-9.42477796076938e+03	5.01397529467947e-02	0.00000000000000e+00	0.00000000000000e+00	6.48213775100353e+01	6.58456663374659e-01
1	2	6	7	8.94637016780696e+01	-1.88495559215387e+04	5.01968374118494e-02	0.00000000000000e+00	0.00000000000000e+00	8.85057891638987e+01	2.14455961219276e-01
2	3	7	8	7.39824618615685e+01	-1.88495559215387e+04	5.02269977387947e-02	0.00000000000000e+00	0.00000000000000e+00	8.07454530955974e+01	-1.74156515017177e+00
3	4	8	9	7.09697133063851e+01	-1.88495559215387e+04	5.02513699294426e-02	0.00000000000000e+00	0.00000000000000e+00	7.27232451626899e+01	-4.85715344153549e-01
4	5	9	10	7.12932034057684e+01	-1.88495559215387e+04	5.02639541460702e-02	0.00000000000000e+00	0.00000000000000e+00	7.07095350920405e+01	1.63547981331035e-01
5	6	10	11	7.87932264134457e+01	-1.88495559215387e+04	5.02568583883968e-02	0.00000000000000e+00	0.00000000000000e+00	7.80787251085897e+01	1.81257250939782e-01
6	7	11	12	7.85849290467170e+01	-1.88495559215387e+04	5.02504285615347e-02	0.00000000000000e+00	0.00000000000000e+00	7.60203104254859e+01	6.60280769096113e-01
7	8	12	13	7.72355020913391e+01	-1.88495559215387e+04	5.02522698968082e-02	0.00000000000000e+00	0.00000000000000e+00	7.40959792267770e+01	8.25792619398574e-01
8	9	13	14	7.41588010554856e+01	-1.88495559215387e+04	5.02630887372493e-02	0.00000000000000e+00	0.00000000000000e+00	7.02711151627012e+01	1.07132133579969e+00
